0.9481E-01	0.1282E-19
0.1144	0.2633E-17
0.1698	0.6363E-16
0.4713	0.5089E-15
1.210	0.1631E-14
2.102	0.2966E-14
2.882	0.4087E-14
3.491	0.4904E-14
4.009	0.5542E-14
4.457	0.6042E-14
4.869	0.6457E-14
5.257	0.6810E-14
5.628	0.7112E-14
5.988	0.7377E-14
6.340	0.7610E-14
6.688	0.7815E-14
7.032	0.7998E-14
7.374	0.8159E-14
7.714	0.8303E-14
8.054	0.8429E-14

 
